Name,INN,City,Region,Address,Website,Email,Category,OKVED
ООО Одежда оптом Владивосток,7900025021,Владивосток,Россия,"г Владивосток, ул Промышленная, 22",https://clothes-владивосток.ru,clothes@владивосток-clo.ru,Одежда оптом,46.42
ООО Окна Владивосток,7800025021,Владивосток,Россия,"г Владивосток, ул Центральная, 22",https://windows-владивосток.ru,info@владивосток-windows.ru,Окна,43.42
ООО Оптовая торговля Владивосток,7900025020,Владивосток,Россия,"г Владивосток, ул Промышленная, 21",https://opt-владивосток.ru,opt@владивосток-opt.ru,Оптовая торговля,46.11
ООО Организация праздников Владивосток,8000025011,Владивосток,Россия,"г Владивосток, ул Коммерческая, 12",https://party-владивосток.ru,party@владивосток-party.ru,Организация праздников,82.30
ООО Марриотт,7701250000,Владивосток,Приморский край,"г Владивосток, ул Примерная, 1",marriott.ru,info@marriott.ru,Отели,55.10
ООО Хилтон,7701250001,Владивосток,Приморский край,"г Владивосток, ул Примерная, 2",hilton.ru,info@hilton.ru,Отели,55.10
ООО Хаятт,7701250002,Владивосток,Приморский край,"г Владивосток, ул Примерная, 3",hyatt.ru,info@hyatt.ru,Отели,55.10
ООО Рэдиссон,7701250003,Владивосток,Приморский край,"г Владивосток, ул Примерная, 4",radisson.ru,info@radisson.ru,Отели,55.10
ООО Азимут,7701250004,Владивосток,Приморский край,"г Владивосток, ул Примерная, 5",azimuthotels.ru,info@azimuthotels.ru,Отели,55.10
ООО Аквамарин,7701250005,Владивосток,Приморский край,"г Владивосток, ул Примерная, 6",aquamarine.ru,info@aquamarine.ru,Отели,55.10
ООО Accor,7701250006,Владивосток,Приморский край,"г Владивосток, ул Примерная, 7",accor.ru,info@accor.ru,Отели,55.10
ООО Интерконтиненталь,7701250007,Владивосток,Приморский край,"г Владивосток, ул Примерная, 8",ihg.com,info@ihg.com,Отели,55.10
ООО Шератон,7701250008,Владивосток,Приморский край,"г Владивосток, ул Примерная, 9",sheraton.ru,info@sheraton.ru,Отели,55.10
ООО Кортъярд,7701250009,Владивосток,Приморский край,"г Владивосток, ул Примерная, 10",courtyard.ru,info@courtyard.ru,Отели,55.10
ООО Холидей Инн,7701250010,Владивосток,Приморский край,"г Владивосток, ул Примерная, 11",hi.ru,info@hi.ru,Отели,55.10
ООО Ибис,7701250011,Владивосток,Приморский край,"г Владивосток, ул Примерная, 12",ibis.ru,info@ibis.ru,Отели,55.10
ООО Mercure,7701250012,Владивосток,Приморский край,"г Владивосток, ул Примерная, 13",mercure.ru,info@mercure.ru,Отели,55.10
ООО Novotel,7701250013,Владивосток,Приморский край,"г Владивосток, ул Примерная, 14",novotel.ru,info@novotel.ru,Отели,55.10
ООО Pullman,7701250014,Владивосток,Приморский край,"г Владивосток, ул Примерная, 15",pullman.ru,info@pullman.ru,Отели,55.10
ООО Охранное агентство Владивосток,7900025010,Владивосток,Россия,"г Владивосток, ул Промышленная, 11",https://security-владивосток.ru,security@владивосток-sec.ru,Охранное агентство,80.10
ООО Оценка недвижимости Владивосток,7900025016,Владивосток,Россия,"г Владивосток, ул Промышленная, 17",https://valuation-владивосток.ru,ocenka@владивосток-val.ru,Оценка недвижимости,68.31
ООО Пест-контроль Владивосток,7900025014,Владивосток,Россия,"г Владивосток, ул Промышленная, 15",https://pest-владивосток.ru,pest@владивосток-pest.ru,Пест-контроль,81.22
ООО Пирсинг-студия Владивосток,8000025033,Владивосток,Россия,"г Владивосток, ул Коммерческая, 34",https://piercing-владивосток.ru,pierce@владивосток-pierce.ru,Пирсинг-студия,96.09
ООО Пластиковые окна Владивосток,7900025007,Владивосток,Россия,"г Владивосток, ул Промышленная, 8",https://winplast-владивосток.ru,okna@владивосток-plast.ru,Пластиковые окна,22.23
ООО Пожарная сигнализация Владивосток,7900025011,Владивосток,Россия,"г Владивосток, ул Промышленная, 12",https://fire-владивосток.ru,fire@владивосток-fire.ru,Пожарная сигнализация,43.21
